,train_time,test_time,n_ratings,rmse,mae,spearman,n_users,n_books
0,0.00729393959045,0.214583873749,4311,0.560502248893,0.42218676058,0.781364391063,487,20
1,0.0283570289612,0.86647605896,13932,0.576333737943,0.430076845474,0.756998337632,985,35
2,0.0671579837799,2.06699514389,37100,0.581552562445,0.437645045515,0.763650626618,1981,50
3,0.214168071747,7.0954349041,112959,0.587388840405,0.443351271859,0.76016264541,4980,70
4,0.417839050293,12.3242540359,187770,0.5898319793,0.447044663085,0.7639913343,7479,85
5,0.66445016861,18.4384338856,271422,0.587589128415,0.44502964002,0.765656031658,9980,100
